university,Medical Imaging,Stem Cell Engineering,Clinical Medicine,Genetics,Cancer Research,Drug Delivery,Public Health,Neurology,Tissue Engineering,Animal Model,Epidemiology,Cell Biologies,Bone Marrow Regeneration,Brain Machine Interface,Spinal Injury & Rehabilitation,Musculoskeletal Regeneration,Machine Learning,Covid-19,Aging,Cardiac Engineering
McGill University,0.016945765539587848,0.015917899722421063,0.0,0.01168340615333211,0.006003024690721455,0.023409222637658184,0.008226356529224814,0.0128105502238909,0.05895039011154843,0.004056852441177238,0.010093854409937087,0.03258544543170061,0.07457859306357821,0.017777379936655045,0.006895160306247371,0.014858797179128216,0.02172603073375957,0.07949706705385738,0.0003894057156259992,0.012964606334589672
Nanyang Technological University,0.28239499888575226,0.0480593325322632,0.018880694684596064,0.03150258869806023,0.35357202093347484,0.3015996693852347,0.024864114073870736,0.07926048943716882,0.14835783394655047,0.11749871229431162,0.036772766981962704,0.08039227608932555,0.020462432104769133,0.026349720579279222,0.0666946399201959,0.07809730665484323,0.026189823654415603,0.0945722403957723,0.011031429156423269,0.036199206597431144
National University of Singapore,0.0660574551679688,0.09004636919143867,0.04915955907004889,0.04622176700419367,0.23313161386105197,0.12176086229257424,0.07223732225303622,0.06801817199948204,0.15978955748602613,0.02604850559582517,0.007754914982585162,0.08085877441467203,0.029181703701318795,0.07573912638783087,0.01671606141795485,0.049849461118067845,0.06860589845481962,0.067933712906958,0.020330411142493354,0.06341654518143996
Northwestern University,0.17473113665865422,0.07830441588020128,0.0996351289681833,0.024486844773982025,0.10597021250655114,0.4675750968678813,0.1956273837691331,0.293294643470486,0.19348304770009064,0.095555435649087,0.044990403218545263,0.11790621527884172,0.07540412582686253,0.10783109959660234,0.11400314902605715,0.1629226007129,0.1586203588900187,0.08361656659281465,0.017496924852039207,0.4103845133795945
Peking University,0.2676030347813843,0.11259521890296469,0.04762151574730325,0.06292143788588016,0.19112964503039323,0.12971331945303902,0.03196949879045189,0.19086860679754675,0.07912105779524393,0.27197588457568445,0.021982056103492426,0.1833134437080006,0.08815760947461311,0.09373758856543057,0.08237453082301778,0.16666857506625798,0.044119772014101666,0.05473338633520951,0.0242159360139891,0.3237082427767648
Rice University,0.051977281954075874,0.1492100903362101,0.09565648044548777,0.14353220670020525,0.07460332746931628,0.2214403197338769,0.21136039204310988,0.07733009219610404,0.22636821470240298,0.06659835643103162,0.010526827911046834,0.026816358454055746,0.21307272015632797,0.06476988085430707,0.015066543788320074,0.054235966598020366,0.07284469065710343,0.08099083276758139,0.003157382976776097,0.01693666164646307
Shanghai Jiao Tong University,0.3337839687158806,0.18198903328973998,0.2839783948455224,0.1465731097770388,0.4973206923363183,0.40629368141771915,0.14724413475742956,0.22522278847190458,0.23716248434113174,0.40884571974911493,0.1007273205582645,0.2586164826129273,0.3899450132244195,0.22755495824562708,0.18100632829632515,0.15732393227792316,0.28972664228006073,0.22001937401078625,0.19174415314935958,0.3240115880582571
Stanford University,0.41473646709744577,0.520422941031641,0.08365525930146742,0.34919920113563635,0.23758520602613925,0.25794427087316446,0.27697039366685433,1.0,0.2423277914806858,0.2837085354375086,0.06485909485802847,0.5648529968360662,0.18379926093838866,0.5754561689354813,0.19968716877349335,0.29571749578898965,0.5481795681087972,0.38799400665237077,0.06229898289369837,0.2256180486034845
Tsinghua University,0.1266831189513749,0.032579574614289605,0.031949378236506974,0.01205119375726072,0.0556244047694219,0.06681783748072556,0.021648133260214156,0.06260945704262526,0.07171448221878686,0.06209771225389,0.007421678947811616,0.0091829452799908,0.05631080143195753,0.05132933399613274,0.021912891419335362,0.037893164548115595,0.057864570766950646,0.05385946518289632,0.030560764627851254,0.04351978605219556
University College London,0.0,0.005933114202085124,0.010521466242299498,0.00427727908013033,2.0744427500151222e-05,0.0008557278240380745,0.015138882979185773,0.0,0.0,0.0,0.003364977259685425,0.006800865004723322,0.0,0.0,0.0,0.0,0.0,0.009537037671712137,0.0029967150103997354,0.0
University of British Columbia,0.1533858783345804,0.039953913894027845,1.0,0.17307133727474158,0.49867891936011904,0.28211153962130064,1.0,0.43951271580065254,0.04833959767115246,0.1690732054293554,1.0000000000000002,0.14684015561203903,0.12632557859641919,1.0,0.8490789129463918,0.4347211182590477,0.44286597446382964,0.5760208371787358,1.0,0.7076211843567453
University of California Berkeley,0.10662927251542796,0.26798034923944064,0.04192871012363073,0.1890984033019748,0.08715928332227724,0.3057124882466744,0.1276908608846144,0.1505180496852307,0.23405370751860233,0.1284543739225759,0.030076865984191948,0.26224311059908784,0.1463479480287584,0.11680572975920267,0.03418284226327054,0.14053352151113235,0.21046018734344796,0.28802950323630744,0.026921253164591943,0.12910391572493182
University of California Los Angeles,0.5850564363603602,0.32420252417193324,0.3699979856479219,0.16553079560903972,0.5423768375393736,0.709265514872601,0.3209717800540627,0.6278824808636272,0.4738157672489269,0.3393080628606571,0.08888975606773927,0.3089344375958755,0.5074500362971476,0.276262951173349,0.1380047367008489,1.0,0.36541672111480483,0.31995352123738735,0.1285144141597288,0.35373407753682
University of California San Diego,0.4514766082681257,0.9999999999999999,0.2130346136873794,1.0,1.0,0.713594805268273,0.48901120731216463,0.8974510629555518,0.7233946874331829,1.0,0.13104436977320758,1.0,0.5049220825631752,0.6466580390606419,0.2966045836092246,0.5466304291549438,1.0,0.9901777788926114,0.12082929543910756,1.0000000000000002
University of California San Francisco,0.1313458884968978,0.4392168867800887,0.21086777315157254,0.3674148385397804,0.5914615853985971,0.26082831346704693,0.3394515603019803,0.3583444643324457,0.43658916510445417,0.44079657482102497,0.14256530631468578,0.9101455625994137,0.30994754047208994,0.3216565987926074,0.09320370864614909,0.14841298634485245,0.6188840056540174,1.0,0.10529624810620421,0.14604233313216428
University of Cambridge,0.03368014085161128,0.020933064963708295,0.10688595038507426,0.02816383758642885,0.024311907470554818,0.1590378396505,0.09991773785069774,0.21021689156812037,0.0759521963771652,0.023815966747267506,0.023447538872324654,0.022369227720055066,0.07026555191653014,0.06402022353171649,0.068060128817381,0.05927613538855198,0.21760381267835424,0.033182031029560716,0.05159498670735084,0.026605906453052695
University of Hong Kong,0.03775269768818827,0.011298111497781423,0.0041194242879882045,0.011731682822116896,0.0026037059054357797,0.0,0.0,0.01679420211483862,0.017689176221652936,0.004046482868445733,0.0012884329796418173,0.015347753194691387,0.10895585680716187,0.006153678211812331,0.03639474206462239,0.012793674360005333,0.003268232147673158,0.0038112584388981102,0.0,0.0021774460247248814
University of Michigan,0.2518401772534769,0.2439862173491035,0.14529642868905357,0.04200897962655287,0.4695144495576547,0.2236339870392995,0.10223563173618411,0.2048192726428881,0.48818371700070745,0.2597685406267539,0.0326389290846479,0.09817898454198576,0.58509613059283,0.10437993791317224,0.244340295268936,0.4501439783146484,0.17630877481966345,0.2606479443084303,0.05479347876787353,0.20872443437529623
University of Oxford,0.08054274853924703,0.0,0.09396803492503197,0.006780541720370275,0.037326973120400966,0.04745277755547497,0.05882844891740389,0.036218010347300864,0.03113329466076356,0.023864142656597167,0.024516724130069206,0.0,0.02271570588688367,0.03335310984572017,0.1118920359920677,0.019342934254283826,0.16954418415257821,0.03932950712209356,0.021134631162273376,0.07019642467831787
University of Pennsylvania,0.24449902590000636,0.44423214497951014,0.1146908759621505,0.17257338866529037,0.6061630294254723,0.6572177660396091,0.24944392317206665,0.309650724647034,1.0,0.30703764491275193,0.02386328142822184,0.18550724324051598,0.2918084585464078,0.33889490577100223,0.29218504755250596,0.18877328971691754,0.3204346431209556,0.37188598576367055,0.03564106559706779,0.22314407591736685
University of Pittsburgh,0.24046725652428494,0.25894967447276834,0.5553248246569145,0.06954645564859778,0.38952744998352157,0.1780969212727369,0.2533580778796426,0.443284900493979,0.4985222311299037,0.49764509293459763,0.5137351972199575,0.15510232442676786,0.4701564118245439,0.265649552719162,1.0,0.8236569297863078,0.3673453910344593,0.6023907007520531,0.29445192551681765,0.6505473840067074
University of Sydney,0.01444353209741408,0.005035864305442056,0.0066856893727555745,0.006531583010328279,0.0,0.0421600160276462,0.004287008404108391,0.04055064829248163,0.08363976399244841,0.008470563121527507,0.0002792742266690485,0.004646143673342283,0.3660832088101724,0.026386463855163307,0.003814049717013505,0.01485913770859475,0.0036476886827861675,0.0016186284089744485,0.002732841245043854,0.004966834286742359
University of Tokyo,0.08032993127646615,0.06513202338974784,0.0756777079801571,0.06520883167066756,0.16392761708094505,0.15525663072409096,0.036385901071699416,0.08256189119523984,0.13727121168236564,0.10347127819518147,0.007698399407706987,0.19157492930139886,0.09593702909962692,0.04869327969320889,0.04920395039380271,0.06152115917507161,0.053999826869616976,0.0735248877483596,0.02635698334387767,0.048879889550955624
University of Toronto,0.17958654783747646,0.29198782880863733,0.1316327177353434,0.10988306420513086,0.31300690190933994,0.4609275643395965,0.16758967273882075,0.2560248019701365,0.7619902415724793,0.2770411829364388,0.03398308785884277,0.15376735274877962,0.2361685897863932,0.157084867727533,0.28609730963253893,0.5372130127006977,0.2537634281809554,0.12949177561544697,0.05937607824025318,0.6288348153982334
University of Washington,0.1980244608094534,0.21658810471420978,0.06867611590753103,0.0509931974090417,0.18989732821568592,0.3315235227103713,0.1511915196786498,0.1334396036626474,0.33531125529662953,0.21801026008795477,0.06697491523456381,0.1573577311943256,0.15999399765115396,0.2723862910905573,0.24043114509465552,0.20317588956540716,0.19133188461189735,0.1708314341174043,0.024579795684762994,0.6362197360100716
